,Unnamed: 0,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,label
31,31,1511729707342913538,1511729707342913538,1649259423000.0,2022-04-06 22:37:03,700,,ล่าสุด เอ้เปลี่ยนป้ายหาเสียงขนาดเท่าเสาล้อม 3 ด้านแปะหน้าพรรค นักข่าวถามนี่ลอกผู้สมัครคนอื่นมาหรือเปล่า นางบอกเปล่าๆ คิดนานแล้ว แค่รอเปิดตัววันเกิดพรรค (ถุย) นักข่าวถามเอ้า ละจะเปลี่ยนป้ายไหวหรอ นางบอกไหว ป้ายผมมีไม่เยอะ ติดเท่าจำเป็น (ถุย) ใครเลือกมาบอกที จะจำไว้ #ผู้ว่ากทม,th,['ผู้ว่ากทม'],[],2763644490,2763644490,oommyown,𝑜𝑜𝑚𝑚𝑦𝑦𝑜𝑤𝑛🐆,3,22,https://twitter.com/oommyown/status/1511729707342913538,[],[],0,,False,6,0,0,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
32,32,1511635761791369218,1511635761791369218,1649237025000.0,2022-04-06 16:23:45,700,,โอ้ววว #antivaxxer เป็นผู้สมัคร #ผู้ว่ากทม  ประกาศดังๆ ให้ชาวบ้านรู้ด้วยนะเวลาไปเดินหาเสียง ว่าไม่ได้ฉีดวัคซีน,th,"['antivaxxer', 'ผู้ว่ากทม']",[],36595974,36595974,Incognito_me,Incognito,3,16,https://twitter.com/Incognito_me/status/1511635761791369218,[],[],0,,False,55,2,790,https://twitter.com/sikhi27618125/status/1510257260404314118,#ผู้ว่ากทม,,,,,,,[],,,,,politics
33,33,1511618881189978122,1511618881189978122,1649233000000.0,2022-04-06 15:16:40,700,,นี่ งง เบอร์ #สก พรรคก้าวไกล เขตตัวเองแล้ว จำได้ว่าในทวิตเบอร์2 กลับบ้านเห็นป้ายเบอร์5  เอาเป็นว่า วันเลือก ไปหน้าคูหากา #พรรคก้าวไกล พอ (ไปดูหน้างาน) #ผู้ว่ากทม #ผู้ว่ากรุงเทพ,th,"['สก', 'พรรคก้าวไกล', 'ผู้ว่ากทม', 'ผู้ว่ากรุงเทพ']",[],1542865891,1542865891,b_B1B2B3,B1 |||,3,15,https://twitter.com/b_B1B2B3/status/1511618881189978122,[],[],0,,False,11,2,3,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
34,34,1511604827763396613,1511604827763396613,1649229649000.0,2022-04-06 14:20:49,700,,เจาะฐานเสียงคนกรุง วัดพลัง 2 ขั้วการเมืองแย่งแต้ม 'ศึกชิงผู้ว่าฯ กทม.'   https://t.co/dGEUIYiR5H  #VoiceOnline #ผู้ว่ากทม #กรุงเทพมหานคร #ผู้ว่าราชการกรุงเทพมหานคร  https://t.co/FAwouZvFv0,th,"['voiceonline', 'ผู้ว่ากทม', 'กรุงเทพมหานคร', 'ผู้ว่าราชการกรุงเทพมหานคร']",[],53864669,53864669,VoiceTVOfficial,Voice TV,3,14,https://twitter.com/VoiceTVOfficial/status/1511604827763396613,['https://www.voicetv.co.th/read/CADPDInYj'],['https://pbs.twimg.com/media/FPpMX-6acAEqV1f.jpg'],1,https://pbs.twimg.com/media/FPpMX-6acAEqV1f.jpg,False,98,7,72,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
36,36,1511369988728569858,1511369988728569858,1649173659000.0,2022-04-05 22:47:39,700,,ง่ายกันจังเลยนะคะ คิดนโยบายจากการเปิดเว็บชัชชาติ ก็ได้ละ  คงไม่คิดว่าใครจะจำทั้ง 200 กว่า ได้ ทั้งๆที่ค้นคำก็เจอละ แต่ยากหน่อยนะคะ ที่คนคิดมา 3 ปี ประชุมกับทีมงานทุกวัน กับคนที่เพิ่งคิด ก็อาจจะตอบคำถามเชิงลึกเหล่านั้นไม่ได้ดี #ผู้ว่ากทม #เลือกตั้งผู้ว่าฯกทม,th,"['ผู้ว่ากทม', 'เลือกตั้งผู้ว่าฯกทม']",[],112763705,112763705,ItsMePJJA,HeySiRi,2,22,https://twitter.com/ItsMePJJA/status/1511369988728569858,[],[],0,,False,34,0,23,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
37,37,1511364336547418117,1511364336547418117,1649172312000.0,2022-04-05 22:25:12,700,,ผลงานโคตรจิ๋ว!! จิ๋วจนหาไม่เจอจริงๆค่ะ ขออภัยมากมายนะคะลุงชัช อย่าโกรธกันน้าาาาา 🤣🤣🤣 #ผู้ว่ากทม,th,['ผู้ว่ากทม'],[],1135887200,1135887200,Kea_New,K. Sakhulhong 💛🇹🇭💛,2,22,https://twitter.com/Kea_New/status/1511364336547418117,[],[],0,,False,37,7,8,https://twitter.com/GiJOE2538/status/1511359779180261381,#ผู้ว่ากทม,,,,,,,[],,,,,politics
38,38,1511346747494309889,1511346747494309889,1649168118000.0,2022-04-05 21:15:18,700,,ตามประวัติศาสตร์ โพลคะแนนเสียงผู้ว่า กทม จากพวกทักษิณจะมาที่ 1 ตลอด แต่ #ผู้ว่ากทม,th,['ผู้ว่ากทม'],[],50001279,50001279,jitkasame,Ar-jan Rang,2,21,https://twitter.com/jitkasame/status/1511346747494309889,[],[],0,,False,23,2,2,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
39,39,1511314714076528642,1511314714076528642,1649160481000.0,2022-04-05 19:08:01,700,,เดินชมป้ายหาเสียงแถวบางรัก จองกันทุกเสาไฟ สลิ่มมันเอามาจากไหนว่าป้ายคุม วร เยอะ #ผู้ว่ากทม  https://t.co/W66li5TEGa,th,['ผู้ว่ากทม'],[],191505183,191505183,aorwiki,พี่อ้อน่ะสิ พี่อ้อน่ะสิ,2,19,https://twitter.com/aorwiki/status/1511314714076528642,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1511314649949827075/pu/img/IRaKRAiPALRsWJ2A.jpg,False,26,3,16,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
40,40,1511311255986139138,1511311255986139138,1649159656000.0,2022-04-05 18:54:16,700,,แฮ่ #วิโรจน์ #ทีมวิโรจน์ #ผู้ว่ากทม  #ผู้ว่ากรุงเทพ  #ก้าวไกล #พรรคก้าวไกล  https://t.co/znfbc8WW8A,th,"['วิโรจน์', 'ทีมวิโรจน์', 'ผู้ว่ากทม', 'ผู้ว่ากรุงเทพ', 'ก้าวไกล', 'พรรคก้าวไกล']",[],415530952,415530952,kaSuSwaterDee,กาสัสน้ำดี,2,18,https://twitter.com/kaSuSwaterDee/status/1511311255986139138,[],['https://pbs.twimg.com/media/FPlBk8waQAAkkeH.jpg'],1,https://pbs.twimg.com/media/FPlBk8waQAAkkeH.jpg,False,14,2,29,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
41,41,1511311227389358080,1511311227389358080,1649159650000.0,2022-04-05 18:54:10,700,,#ชัชชาติ #ชัช8าติ ล่าสุดจะพยายามออกใบ ชุมชน ของคนที่บุกรุกทางรถไฟ   ถ้า ลุงชัชชาติ คิดว่าดี  ไม่ออกโฉนด ให้คนที่บุกรุก ในสวนสาธารณะ ตรงเซนทรัลเวิลไปเลยค่า    #ผู้ว่ากทม ความคิดนอกจากจะไม่สร้างให้ กทม ดีขึ้น เสือกทำให้พังอีก อห สต,th,"['ชัชชาติ', 'ชัช8าติ', 'ผู้ว่ากทม']",[],1294662173189238784,1294662173189238784,redguard1966,ยุวชนแดง noEmpathy,2,18,https://twitter.com/redguard1966/status/1511311227389358080,[],[],0,,False,52,2,13,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
42,42,1511271915159441409,1511271915159441409,1649150277000.0,2022-04-05 16:17:57,700,,จะไปต่อยังไง ขวางทางกุอยู่เนี่ย! #ผู้ว่ากทม #ผู้ว่ากรุงเทพ   ที่มา เพจมั่วหุ้น  https://t.co/BpSwIiWDKO  https://t.co/haWOGpnPPL,th,"['ผู้ว่ากทม', 'ผู้ว่ากรุงเทพ']",[],1542865891,1542865891,b_B1B2B3,B1 |||,2,16,https://twitter.com/b_B1B2B3/status/1511271915159441409,['https://www.facebook.com/200866116615536/posts/4872991589402942/?d=n'],['https://pbs.twimg.com/media/FPkdy5naQAMqExR.jpg'],1,https://pbs.twimg.com/media/FPkdy5naQAMqExR.jpg,False,20,1,22,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
43,43,1511261711005007872,1511261711005007872,1649147844000.0,2022-04-05 15:37:24,700,,‘เพื่อไทย’ปลุกคนกรุงเลือกตั้งผู้ว่าฯ ให้ถล่มทลายกว่าปี 62  #VoiceOnline #ผู้ว่ากทม #ธีรรัตน์สําเร็จวาณิชย์   https://t.co/YzIqsdtYl7,th,"['voiceonline', 'ผู้ว่ากทม', 'ธีรรัตน์สําเร็จวาณิชย์']",[],53864669,53864669,VoiceTVOfficial,Voice TV,2,15,https://twitter.com/VoiceTVOfficial/status/1511261711005007872,['https://www.voicetv.co.th/read/OgG6puFIe'],[],0,,False,1572,11,421,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
45,45,1511211612425752578,1511211612425752578,1649135900000.0,2022-04-05 12:18:20,700,,"""หลายคนอ่าน #การ์ตูน ผมบอกอ่านไปเถ่อะการ์ตูน อ่านในสิ่งที่คุณรัก จนคุณรักการอ่าน"" #ชัชชาติ #ชัชชาติอ่าน #ผู้ว่ากทม #ผู้ว่ากรุงเทพ #งานหนังสือ #Bookjourney อ่านสิ่งที่รักแล้ว มาอ่านหนังสือของ #สำนักพิมพ์มติชน กันเยอะๆ น้าา 💕  https://t.co/n4iEETAxKb",th,"['การ์ตูน', 'ชัชชาติ', 'ชัชชาติอ่าน', 'ผู้ว่ากทม', 'ผู้ว่ากรุงเทพ', 'งานหนังสือ', 'bookjourney', 'สำนักพิมพ์มติชน']",[],990872368250679296,990872368250679296,matichonbooks,Matichon Book,2,12,https://twitter.com/matichonbooks/status/1511211612425752578,[],[],1,https://pbs.twimg.com/ext_tw_video_thumb/1511211424286085120/pu/img/n5vdRP89XmN4LUAJ.jpg,False,4819,5,14266,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
46,46,1511198481532461064,1511198481532461064,1649132769000.0,2022-04-05 11:26:09,700,,สนใจการเลือกใช้สีในป้ายหาเสียง #ผู้ว่ากรุงเทพ   ปล. ปรับแล้วทั้ง2 พรรค ก็ต้องชม👏🏼👏🏼 #ผู้ว่าฯกทม #ผู้ว่ากทม  https://t.co/aQGwwznwiV,th,"['ผู้ว่ากรุงเทพ', 'ผู้ว่าฯกทม', 'ผู้ว่ากทม']",[],1542865891,1542865891,b_B1B2B3,B1 |||,2,11,https://twitter.com/b_B1B2B3/status/1511198481532461064,[],"['https://pbs.twimg.com/media/FPja-qxaMAAsmGr.jpg', 'https://pbs.twimg.com/media/FPja-rragAUIDX6.jpg']",1,https://pbs.twimg.com/media/FPja-qxaMAAsmGr.jpg,False,12,0,4,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
47,47,1511179496334163968,1511179496334163968,1649128242000.0,2022-04-05 10:10:42,700,,อยากรู้ว่า ชัชชาติ มีนโยบาย ในด้านที่เราสนใจไหม เข้าไปเสิร์ชดูง่ายๆ ที่นี่   https://t.co/eaA2FU0NIY #ผู้ว่ากทม #ชัชชาติ #ชัช8าติ #เลือกตั้งผู้ว่าฯ65  https://t.co/mXSVTWpMef,th,"['ผู้ว่ากทม', 'ชัชชาติ', 'ชัช8าติ', 'เลือกตั้งผู้ว่าฯ65']",[],1014533801496596481,1014533801496596481,yukolwat,YUKOLWAT🏳️‍🌈,2,10,https://twitter.com/yukolwat/status/1511179496334163968,['https://www.chadchart.com/policy/'],['https://pbs.twimg.com/media/FPjJvYPakAoIVHE.jpg'],1,https://pbs.twimg.com/media/FPjJvYPakAoIVHE.jpg,False,20,0,56,,#ผู้ว่ากทม,,,,,,,[],,,,,politics
